id,conversation_id,created_at,username,user_id,tweet
1.5465828908293448e+18,1.5465796187940905e+18,2022-07-11 19:51:09+00:00,5454annisa,131065154,Sedangkan tas kecil warna hijau gue taruh di seat sebelah gue yg masih kosong.
1.5465832092692685e+18,1.5465796187940905e+18,2022-07-11 19:52:25+00:00,5454annisa,131065154,"SEBATAS ITU. Coba bayangin, ada berapa penumpang gelap yg lolos dari pengawasan kondektur selaku penanggung jawab perjalanan KA?"
1.546583249555583e+18,1.5465796187940905e+18,2022-07-11 19:52:35+00:00,5454annisa,131065154,"Coba bayangin, ADA BERAPA MALING DI DALAM KABIN YG BISA DENGAN BEBAS NYOLONG BARANG PENUMPANG TANPA HARUS DIKETAHUI IDENTITASNYA OLEH (YG KATANYA) PENANGGUNG JAWAB PERJALANAN???"
1.5465834863827436e+18,1.5465796187940905e+18,2022-07-11 19:53:31+00:00,5454annisa,131065154,"di bagasi. Saat gue mau ambil, tas gue udah ga ada, gue masih positive thinking mikir mungkin kegeser ke belakang atau ke depan saat KA bergerak, kebetulan di bagasi bagian belakang ada tas hitam juga, gue bergerak mastiin itu tas gue atau bukan, TERNYATA BUKAN tas gue, gue-"
1.5465835298315346e+18,1.5465796187940905e+18,2022-07-11 19:53:42+00:00,5454annisa,131065154,"coba juga mastiin ke bagasi bagian depan, FIX TAS GUE HILANG!!"
1.5465836659618898e+18,1.5465796187940905e+18,2022-07-11 19:54:14+00:00,5454annisa,131065154,"Di gerbong yg sama dengan gue, ada POLSUSKA (POLISI KHUSUS KERETA API) duduk di seat bagian belakang, sebut aja Bapak A. Melihat gue kebingungan nyari tas, Bapak A ngehampirin gue dan tanya ""Mbak cari apa?"", gue jawab ""saya cari tas pak, saya taruh di bagasi sebelah sini,-"
1.5465837625147843e+18,1.5465796187940905e+18,2022-07-11 19:54:37+00:00,5454annisa,131065154,"tapi sekarang udah ga ada"", Bapak A mastiin ""Mbak tadi tidur? Sadar gak kalau ada yg bawa tas mbak?"", gue jawab ""saya ga tidur pak, gak ngeh juga kalau ada yg diem-diem bawa tas saya"", gue di sini dalam keadaan panik sambil-"
1.5465837955995197e+18,1.5465796187940905e+18,2022-07-11 19:54:45+00:00,5454annisa,131065154,"ngedumel juga dalam hati ""ya kalau gue ngeh otomatis gue teriakin maling lah""."
1.5465838669193626e+18,1.5465796187940905e+18,2022-07-11 19:55:02+00:00,5454annisa,131065154,"Ada 1 orang penumpang yang duduk di seat 13A bilang ""mungkin penumpang yg tadi di sini mbak (sambil nunjuk seat 13D), dia tadi turun di (Stasiun) Pekalongan dan ngambil barang dari bagasi, kalau ga salah tas hitam""."
1.5465839629353656e+18,1.5465796187940905e+18,2022-07-11 19:55:25+00:00,5454annisa,131065154,"Masih bingung sama keadaan yg ada, KA sampai di Stasiun tujuan gue, Stasiun Pemalang. Gue harus turun dong, setelah turun ditemenin Bapak A, kemudian gue dihampirin Bapak X (POLSUSKA lain yg tugas di KA Kaligung saat itu) + Kondekturnya juga. Di situ gue jelasin kronologisnya,-"
1.5465840417631314e+18,1.5465796187940905e+18,2022-07-11 19:55:44+00:00,5454annisa,131065154,"kemudian karena KA harus segera berangkat, akhirnya gue tukeran kontak WA sama Bapak X dan dijanjikan kalau rekaman CCTV akan dilihat saat KA sampai di tujuan akhir (Stasiun Cirebon). Gue mengiyakan dan sambil nunggu-"
1.5465840749232824e+18,1.5465796187940905e+18,2022-07-11 19:55:52+00:00,5454annisa,131065154,dijemput di Stasiun Pemalang jujur dalam keadaan masih ngefreeze karena unexpected moment yg terjadi saat itu.
1.5465844390309192e+18,1.5465796187940905e+18,2022-07-11 19:57:19+00:00,5454annisa,131065154,"sebelum KA berhenti di Stasiun Pekalongan (itu sekitar jam 06.20, 1 pemberhentian sebelum Stasiun Pemalang), setelah nyolong tas gue, si maling turun di Stasiun Pekalongan. Beliau jelasin kalau identitas si maling sulit dilacak karena posisi duduknya berpindah-"
1.546584466092544e+18,1.5465796187940905e+18,2022-07-11 19:57:25+00:00,5454annisa,131065154,"pindah (bahkan di gerbong TKP aja, si maling udh sempet duduk di seat depan &amp; belakang)."
1.5465845823502623e+18,1.5465796187940905e+18,2022-07-11 19:57:53+00:00,5454annisa,131065154,"Terus, Bapak X jelasin kalau gue mau lihat rekaman CCTVnya bisa dilihat di bagian keamanan Stasiun Semarang Poncol. Lantas gue tanya ""kalau saya udah lihat rekamannya, terus gimana tindak lanjutnya?"",-"
1.5465846077047685e+18,1.5465796187940905e+18,2022-07-11 19:57:59+00:00,5454annisa,131065154,Bapak X nyuruh gue  buat laporan dulu ke POLRES Kota Semarang untuk dapat bukti rekamannya.
1.5465847137367532e+18,1.5465796187940905e+18,2022-07-11 19:58:24+00:00,5454annisa,131065154,"Setelah denger penjelasan beliau, jujur gue dongkol bngt, GA SOLUTIF samsek. I mean, tugas POLSUSKA buat jaga keamanan &amp; kenyamanan penumpang di KA, giliran ada kasus PENCURIAN DI DALAM KERETA, seakan-akan mau lepas tanggung jawab dengan nyuruh gue lapor sendiri ke POLRES."
1.546584883442565e+18,1.5465796187940905e+18,2022-07-11 19:59:05+00:00,5454annisa,131065154,"Saat Bapak X telpon gue, saat itu juga udah ada tunangan gue yg nemenin. Denger penjelasan Bapak X yg jauh dari solutif, dia inisiatif minta izin untuk bicara ke Bapak X. Kebetulan kerjaan tunangan gue emang ga jauh-jauh dari stasiun &amp; kereta, jadi dia cukup paham soal tugas &amp;-"
1.5465850100056146e+18,1.5465796187940905e+18,2022-07-11 19:59:35+00:00,5454annisa,131065154,Udah ga ada lagi yg nyuruh gue lapor ke POLRES Semarang.
1.5465866437541274e+18,1.5465796187940905e+18,2022-07-11 20:06:04+00:00,5454annisa,131065154,"Kelalaian ketiga yg gue temuin, KOK BISA SIH POLSUSKA GAK AWARE DENGAN KEBERADAAN PENUMPANG YG POSISI SEATNYA BERPINDAH-PINDAH?? Itu udah jelas ngelanggar aturan ya (duduk ga sesuai seatnya). POLSUSKA-"
1.5465866823837327e+18,1.5465796187940905e+18,2022-07-11 20:06:13+00:00,5454annisa,131065154,itu punya tugas &amp; tanggung jawab patroli secara berkala di tiap gerbong untuk jaga keamanan &amp; kenyamanan penumpang.
1.5465867659846124e+18,1.5465796187940905e+18,2022-07-11 20:06:33+00:00,5454annisa,131065154,"Gue paham POLSUSKA ga mungkin ngehafalin satu persatu barang bawaan penumpang, maka dari itu kelalaian keempat ada di gue sebagai penumpang, gue kurang AWARE sama keamanan barang bawaan gue sendiri."
1.5465869518886912e+18,1.5465796187940905e+18,2022-07-11 20:07:18+00:00,5454annisa,131065154,"yg gue jabarin di atas, 3/4 element yg gue sebutin ada di pihak KAI semua (petugas loket boarding, Kondektur, POLSUSKA)."
1.546587086337151e+18,1.5465796187940905e+18,2022-07-11 20:07:50+00:00,5454annisa,131065154,Sekarang tas gue seisi-isinya udah HILANG DIAMBIL MALING YG DIKASIH KEBEBASAN SAMA PIHAK KAI.
1.5465873876684677e+18,1.5465796187940905e+18,2022-07-11 20:09:02+00:00,5454annisa,131065154,"Di hari yg sama (10/07/2022) jam 11.34, POLSUSKA Semarang telpon gue via WA, sebut aja Bapak Y. Bapak Y minta dijelasin lagi kronologisnya, gue jelasin, dan katanya akan dibantu koordinasi dengan POLSUSKA Pekalongan (karena si maling turun di Pekalongan). Beliau juga minta-"
1.5465874274682593e+18,1.5465796187940905e+18,2022-07-11 20:09:11+00:00,5454annisa,131065154,"gue untuk infoin data-data yg diperluin, gue blm bisa jelasin data apa aja yg diminta, khawatir akan menghambat proses penyidikan."
1.546587525258416e+18,1.5465796187940905e+18,2022-07-11 20:09:34+00:00,5454annisa,131065154,"Ga lama setelah itu, di hari yg sama jam 13.08, POLSUSKA Pekalongan telpon gue juga via WA, sebut aja Bapak Z ya, beliau tanya hal yg sama, kronologis kejadiannya, gue jelasin juga ke beliau. Terus beliau bilang ke gue via telepon, katanya sudah ada titik terang keberadaan-"
1.5465875539013345e+18,1.5465796187940905e+18,2022-07-11 20:09:41+00:00,5454annisa,131065154,"pelaku, kemudian gue diminta untuk buat laporan ke POLSEK terdekat. Menurut keterangan beliau, hal ini diperluin karena alasan kewenangan."
1.546587657492304e+18,1.5465796187940905e+18,2022-07-11 20:10:06+00:00,5454annisa,131065154,"Gue ditemenin tunangan gue langsung berangkat ke POLSEK untuk buat laporan. Sebenernya gue udh males bngt, tapi diyakinin tunangan gue kalau gue berhenti, POLSUSKA ga bisa bantu lbh jauh, dia minta gue untuk kooperatif dulu, anggap aja usaha terakhir walaupun blm tau hasilnya-"
1.5465876877041992e+18,1.5465796187940905e+18,2022-07-11 20:10:13+00:00,5454annisa,131065154,"bakalan kaya gimana. Tapi yg jelas, kalau gue ga buat laporan ke polisi, kasusnya udh akan berhenti begitu aja tanpa hasil."
1.546587760760279e+18,1.5465796187940905e+18,2022-07-11 20:10:31+00:00,5454annisa,131065154,"Sejak hari kejadian sampai sekarang, gue masih bertukar kabar dengan Bapak Y &amp; Bapak Z. Menurut keterangan beliau kasusnya masih diproses, minta doanya ya tmn-tmn semoga prosesnya beneran berjalan &amp; ada hasil."
1.5465878717876593e+18,1.5465796187940905e+18,2022-07-11 20:10:57+00:00,5454annisa,131065154,"Btw tunangan gue udah ngelaporin kasus ini ke CS KAI kok, tepat setelah dia ngobrol sama Bapak X. Sehari setelahnya (11/07/2022), CS KAI telpon ke nomor HP gue (gue ga ngerti kenapa nelponnya ke gue, padahal pas tunangan gue lapor ke CS, mintanya hubungin ke nomor HP dia aja).-"
1.5465879197957284e+18,1.5465796187940905e+18,2022-07-11 20:11:08+00:00,5454annisa,131065154,"CS KAI ga ada yg membantu, jawaban atas pertanyaan gue isinya ga ada yg solutif, template bngt, gue CUMA DISURUH NUNGGU TANPA BATAS WAKTU."
1.5465880666298941e+18,1.5465796187940905e+18,2022-07-11 20:11:43+00:00,5454annisa,131065154,"Oh iya, soal kerugian yg gue alamin, semuanya ditaksir sekitar 9-10 juta rupiah. Gue berharap KAI bisa tegas &amp; bertanggung jawab atas kerugian yg diakibatin krn kelalaian pegawainya."
1.5465881204301742e+18,1.5465796187940905e+18,2022-07-11 20:11:56+00:00,5454annisa,131065154,"Makasih udah nyempetin baca &amp; share thread ini, semoga ga ada lagi yg ngalamin hal serupa!"
1.5466034752318628e+18,1.5465796187940905e+18,2022-07-11 21:12:57+00:00,5454annisa,131065154,@DanilMN @KAI121 @keretaapikita @mas_didiek @erickthohir Aamiin! Makasih banyak doanya mas 🥺
1.546603933472133e+18,1.5465796187940905e+18,2022-07-11 21:14:46+00:00,5454annisa,131065154,@suharmokos @KAI121 @keretaapikita @mas_didiek @erickthohir https://t.co/qgg63ddJN7
1.5466248204391834e+18,1.5465796187940905e+18,2022-07-11 22:37:46+00:00,5454annisa,131065154,"@_anm24 Emang iya, jangankan KA aglomerasi, KA jarak jauh juga ga dicek indentitasnya. Peraturan cuma pajangan 💔"
1.5453980960324403e+18,1.5453980960324403e+18,2022-07-08 13:23:12+00:00,Aksal__,1175378562724941826,"KKN DI EKS KUBURAN MASSAL PKI

Sblm masuk ke cerita, slhkan dengarkan cuplikan rekaman suara di bawah ini. Bbrp menganggap ini suara tangisan org tp ada jg yg menganggap suara lain.
Rekaman ini dikirim olh saudara sy yg pd saat itu KKN di sbh desa di Jatim
#bacahorror @bacahorror https://t.co/VPVc9bijQv"
1.545398297342673e+18,1.5453980960324403e+18,2022-07-08 13:24:00+00:00,Aksal__,1175378562724941826,"Cerita akan saya bagi 2 Bagian. 
Bag pertama adalah  urban legend dan rangkuman2 cerita yg pernah saya dengar menganai desa tsbt.
Bag kedua akan berisi cerita mengenai kejadian2 yg dialami saudara sy saat KKN di desa tsb."
1.5453986422528573e+18,1.5453980960324403e+18,2022-07-08 13:25:23+00:00,Aksal__,1175378562724941826,"DISCLAIMER!
Tulisan ini hanyalah CERITA yg saya dengar dari org2. Kebenaran cerita hanya TUHAN dan ybs yang tahu. Percaya atau tidak, semua kembali kpd individu masing2. Sy tdk memaksa anda utk percaya.

Saya harap teman2 yang tahu lokasinya tidak usah koar2 memberi tahu yg lain."
1.5453995839072543e+18,1.5453980960324403e+18,2022-07-08 13:29:07+00:00,Aksal__,1175378562724941826,"Secara demografis, lokasi KKN tsb berada di pedalaman. Tak heran bila kiri dan kanan desa adalah hutan jati yg lebat. Jalan menuju desa tersebut cukup halus jika ditempuh dari kota. Hanya saja jalan untuk masuk ke kamp KKN memang bebatuan terjal dan melewati hutan. https://t.co/IiRScKwttN"
1.5453998618642022e+18,1.5453980960324403e+18,2022-07-08 13:30:13+00:00,Aksal__,1175378562724941826,"Krn berada di daerah yg asri, desa terasa sejuk di pagi hari, namun dingin menusuk tulang kala malam datang. Namun siapa sangka, desa yg sejuk tsb memendam banyak cerita mistis. Siapapun org yg kenal desa tsb pasti pernah mendengar sedikit banyak cerita mistis mengenai desa tsb."
1.545400089505837e+18,1.5453980960324403e+18,2022-07-08 13:31:08+00:00,Aksal__,1175378562724941826,"Banyak org2 di desa sy sering merasa merinding tiap kali menceritakan hal2 mistis yg pernah mreka alami di desa tsb. Padahal jarak antara desa sy dan desa tsb terbilang cukup jauh, belasan km."
1.5454002272006595e+18,1.5453980960324403e+18,2022-07-08 13:31:40+00:00,Aksal__,1175378562724941826,"Sy sudah tunjukkan rekaman ini ke banyak teman dan tetangga sy untuk meminta tanggapan mereka. Saat sy beri tahu kl rekaman ini di desa tsb, reaksinya ada 3. Ada yg tidak percaya, ada yang diam, ada yang seketika itu juga marah kpd sy krn memperdengarkan ini."
1.5454003905226424e+18,1.5453980960324403e+18,2022-07-08 13:32:19+00:00,Aksal__,1175378562724941826,"Suatu pagi sy ingin beli nasi pecel di tempat ibu teman sy jualan. Iseng2 sy pancing utk membicarakan mengenai desa itu karena dulu anaknya pernah LDK di sana. Baru 12an detik sy perdengarkan, ia buru2 menyerahkan hp sy kembali. Tidak ada komentar."
1.5454005164859843e+18,1.5453980960324403e+18,2022-07-08 13:32:49+00:00,Aksal__,1175378562724941826,"Beliau hanya bilang “Wis wis, gah aku. Mrinding iki lo”. (Sudah2, sy gak mau dengar. Mrinding ini lo). Padahal ini masih pagi pukul 7 pagi. Saat saya tanya ada apa di sana, ia hanya menggeleng. Membuat sy sndiri smkin penasaran."
1.5454009319150428e+18,1.5453980960324403e+18,2022-07-08 13:34:28+00:00,Aksal__,1175378562724941826,"Pd thn 2013, hutan di desa tsb sempat heboh higga masuk media nasional krn ditemukan mayat yg tewas secara misterius. Laki2, perempuan dan anak kecil. Namun skrg sdh terungkap ternyata mrk tewas diracun. Apakah ada hubungannya dengan cerita saya nanti? Entahlah."
1.5454010850994094e+18,1.5453980960324403e+18,2022-07-08 13:35:05+00:00,Aksal__,1175378562724941826,"Puluhan tahun sblm itu, terjadi peristiwa berdarah di desa tsb dan sekitarnya yang salah satunya adl tragedi pembantaian PKI. Banyak kuburan massal di desa tsb yg sampai saat ini diyakini banyak tersebar dan belum diketahui keberadaan pastinya."
1.545401232021672e+18,1.5453980960324403e+18,2022-07-08 13:35:40+00:00,Aksal__,1175378562724941826,Kabupaten ini memang terkenal dengan tragedi PKI. Itulah kenapa terdapat monumen PKI di dekat desa tempat saudara sy KKN itu.
1.5454013978183066e+18,1.5453980960324403e+18,2022-07-08 13:36:20+00:00,Aksal__,1175378562724941826,"Bagian 1 : Urban Legend
1. LDK SMP
Sekitar thn 2012 sekolah teman sy (sebut saja S) mengadakan LDK (Lat. Dasar Kepemimpinan). Acara ini seperti acara tahunan utk menyambut siswa didik baru. Teman sy, S, menjadi osis sekaligus senior di acara tsb. FYI saat itu S masih SMP kelas 2."
1.5454015313733304e+18,1.5453980960324403e+18,2022-07-08 13:36:51+00:00,Aksal__,1175378562724941826,"Singkat cerita, pihak sekolah memutuskan utk menggelar acara LDK di desa itu. S beserta osis2 lainnya tiba lebih dulu di lokasi, sekitar pukul 11 siang. 
Salah satu acara LDK adl penjelajahan menyusuri hutan pada malam hari. Itulah kenapa mereka diberangkatkan awal."
1.5454016568669184e+18,1.5453980960324403e+18,2022-07-08 13:37:21+00:00,Aksal__,1175378562724941826,"Mereka diminta untuk menyiap2kan lokasi untuk guru serta siswa baru. Termasuk menyiapkan trek penjelajahan pada malam harinya. Saat saya mengatakan penjelajahan di hutan, maksud sy bnr2 hutan. Tidak melewati jalan setapak pemukiman. Hutan."
1.5454019288214118e+18,1.5453980960324403e+18,2022-07-08 13:38:26+00:00,Aksal__,1175378562724941826,"Namun karena trek penjelajahan menanjak, maka samar2 jalan raya masih terlihat dari ketinggian bukit. Sekalipun di hutan, trek terbilang cukup dekat dengan pemukiman jalan raya. Jarak penjelajahan pun tdk terlalu jauh, sekitar1 KMan."
1.5454021673976177e+18,1.5453980960324403e+18,2022-07-08 13:39:23+00:00,Aksal__,1175378562724941826,"Ada 6 pos yang tersebar di tengah hutan. Estimasi jarak antar pos adalah 100an meter bbrp lebih dari itu. Hanya jarak dari kamp ke pos 2 cukup jauh. 
Setiap pos di isi 2 orang penjaga. 1 laki2, 1 perempuan. S kebagian menunggu di pos 4."
1.5454023304344084e+18,1.5453980960324403e+18,2022-07-08 13:40:02+00:00,Aksal__,1175378562724941826,"Pukul 16.00 guru dan peserta didik baru tiba. Bbrp diantaranya langsung menunaikan sholat ashar berjamaah. Kakak kls S, sebut saja Y kebetulan sdg mengerjakan ssuatu. Ia tdk bisa ikut, ia akan menyusul. Setelah sholat jamaah selesai, jamaah segera berhamburan ke kgiatan awal."
1.5454026374994043e+18,1.5453980960324403e+18,2022-07-08 13:41:15+00:00,Aksal__,1175378562724941826,"Y yg blm  menunaikan sholat ashar bergegas ke masjid. Blm selesai menunaikan sholat, pintu masjid tertutup dgn keras spt terbanting. Y yg kaget mencoba keluar. Nmun pintu tdk mau terbuka. Y berteriak meminta bantuan. Bbrp guru yg kebetulan berada di sktr masjid bergegas membantu."
1.545404096466731e+18,1.5453980960324403e+18,2022-07-08 13:47:03+00:00,Aksal__,1175378562724941826,"Pintu tdk mau terbuka, seperti terkunci. Salah seorang guru mencoba mendobrak pintu, namun pintu ttp tidak mau terbuka. Jika anda berpikir bahwa pintu mungkin tertiup angin, cukup kecil kemungkinannya krn membuka pintu masjid adalah di dorong ke dalam.
*FOTO HANYA ILUSTRASI! https://t.co/ySbPj2KP2X"
1.5454043312222536e+18,1.5453980960324403e+18,2022-07-08 13:47:59+00:00,Aksal__,1175378562724941826,"Lagipula, jika memang tertiup angin, harusnya pintu dengan mudah bisa dibuka kembali. Namun ini tidak. Didobrak beberapa kalipun pintu tidak bisa terbuka.
Klimaksnya, entah kenapa pintu tiba2 saja menjadi ringan untuk dibuka seperti sediakala dan Y berhasil keluar."
1.545404444530991e+18,1.5453980960324403e+18,2022-07-08 13:48:26+00:00,Aksal__,1175378562724941826,"Malam penjelajahan tiba. S menunggu pos sesuai instruksi awal. Gelap dan berisik suara jangkrik serta hewan2 malam. Jarak pandang samar2. Dalam kondisi seperti ini, tak banyak hal yg dapat dilakukan selain menunggu."
1.5454046346004562e+18,1.5453980960324403e+18,2022-07-08 13:49:11+00:00,Aksal__,1175378562724941826,"Sahabat S, sebut sj B yg bosan menunggu berkunjung ke pos S. Sepi di tengah hutan, S melihat sosok berbaju putih berjalan di jalan raya, bergerak ke arah selatan. Ia terpaku. Di tunjuk sosok itu untuk diceritakan ke teman2nya. Namun 3 temannya tak melihat apapun."
1.5454047738471506e+18,1.5453980960324403e+18,2022-07-08 13:49:44+00:00,Aksal__,1175378562724941826,"Wajahnya mulai pucat, namun ia berusaha tenang menjalankan tugasnya.
Kejadiannya cukup lama. Cukup bagi S untuk mengamati detail sosoknya. Kepalanya hitam bulat besar, seperti rambut, atau topi. menutupi hampir separuh tubuhnya."
1.545405026931458e+18,1.5453980960324403e+18,2022-07-08 13:50:45+00:00,Aksal__,1175378562724941826,"Tidak ada gerakan di bahunya yang menandakan ia seperti org berjalan. Mungkin ia tidak berjalan, persisnya seperti melayang. 
Bila ia manusia, sdg mencari apa ia di sana di tengah malam yg gelap gulita? Tidak ada 1 pun pemukiman warga di sisi selatan."
1.5454051222595994e+18,1.5453980960324403e+18,2022-07-08 13:51:08+00:00,Aksal__,1175378562724941826,"Tiba2 saja ia menghilang seperti ditelan gelapnya malam dan S terus menjalankan tugasnya, menunggu pos, hingga acara penjelajahan selesai pukul 04.00."
1.5454052049083638e+18,1.5453980960324403e+18,2022-07-08 13:51:27+00:00,Aksal__,1175378562724941826,"Bbrpa hari yang lalu, saya dan S lewat hutan desa itu. S menceritakan kembali kepada saya kejadian itu. Di akhir cerita, ia berkata “dibayar berapapun aku gak mau mengulangi itu”. Kejadian yang ia alami sewaktu SMP, menjadi ketakutannya di hari ini."
1.5454052795250483e+18,1.5453980960324403e+18,2022-07-08 13:51:45+00:00,Aksal__,1175378562724941826,"Sebenarnya banyak urban legend mengenai desa ini. Masih ada cerita tentang kontrol listrik PLN yg diceritakan pakdhe saya, atau cerita dr teman sy yg pernah menjadi soundmand di acara, motor tmn sy yg mogok tiba2, kakak sepupu saya yg lewat sana pas menjelang magrib, dll."
1.545405321505833e+18,1.5453980960324403e+18,2022-07-08 13:51:55+00:00,Aksal__,1175378562724941826,Terlalu banyak jika harus saya muat semua di sini. Mungkin perlu sesi tersendiri.
1.5454054108696412e+18,1.5453980960324403e+18,2022-07-08 13:52:16+00:00,Aksal__,1175378562724941826,Bagian 2 : Cerita KKN
1.5454056969044255e+18,1.5453980960324403e+18,2022-07-08 13:53:25+00:00,Aksal__,1175378562724941826,"Pada 22 Januari 2020, sdr saya, R mengunjungi rumah sy bersama pacarnya, N. R mengantar pacarnya yang ingin pewarnaan rambut. FYI ibu sy buka usaha salon kecil2an. Kalo mau mampir silahkan tapi jangan minta diskon. GW MISKIN ANYING!"
1.5454058739208192e+18,1.5453980960324403e+18,2022-07-08 13:54:07+00:00,Aksal__,1175378562724941826,"Selama proses pewarnaan, R dan N bercerita bahwa bbrp hari lagi mereka akan KKN. R akan KKN di Magetan, sedangkan, N di desa tsb. N bertanya kpd sy apa saja urban legend mengenai desa itu, mengingat jarak rumah saya ke desa itu tidak terlalu jauh. Belasan KM."
1.5454059582934303e+18,1.5453980960324403e+18,2022-07-08 13:54:27+00:00,Aksal__,1175378562724941826,Saat itu sy jawab dgn bercanda bahwa di sana tidak ada apa2. Aman. Yang penting jaga sopan santun. N yg tidak percaya mendesak sy untuk memberikan jawaban yg serius. Sy ttp menjawab tdk ada apa2 sambil mengalihkan pembicaraan.
1.5454060629077893e+18,1.5453980960324403e+18,2022-07-08 13:54:52+00:00,Aksal__,1175378562724941826,"R memotong pembicaraan. Ia bertanya kpd saya di mana cucian motor dkt rumah sy. Ia melempar kunci kpd saya sambil berjalan keluar mendekati motor. Sy paham, ini kode lelaki. Ia ingin bicara 4 mata dgn saya tanpa melukai perasaan pacarnya."
1.5454061596284232e+18,1.5453980960324403e+18,2022-07-08 13:55:15+00:00,Aksal__,1175378562724941826,"Selama perjalanan, R bertanya dengan serius. Sy jawab sesuai urban legend yang sy tahu. Sy certikan ttg LDK teman sy, ttg kisah kontrol lapangan PLN yg diceritakan pakdhe sy, hingga tetangga sy yang paranormal yg bahkan segan untuk menyebut nama desa tsb."
1.5454062702531994e+18,1.5453980960324403e+18,2022-07-08 13:55:41+00:00,Aksal__,1175378562724941826,Cerita ttg PLN dari pakdhe sengaja tdk sy muat di urban legend karena narasumber sulit dijangkau untuk mengkonfirmasi cerita. Sy tidak mau memuat cerita jika narasumber tidak valid.
1.5454064104813732e+18,1.5453980960324403e+18,2022-07-08 13:56:15+00:00,Aksal__,1175378562724941826,"R kemudian cerita mengenai temannya N yang “tersesat” di hari pertama KKN di desa itu. Selepas proker, sekitar habis maghrib, temannya N, sebut sj X ingin pulang ke kota. Dalam percakapan WA, X berkelakar bahwa ia ingin melihat siapa penunggu di sini."
1.545406491242672e+18,1.5453980960324403e+18,2022-07-08 13:56:34+00:00,Aksal__,1175378562724941826,"Hanya ada satu jalan dari posko menuju jalan raya. Jika jalannya halus, dari posko ke jln raya bisa ditempuh kurang dari 10 menit. Namun karena jlnnya hancur, maka butuh sekitar 20 menitan."
1.545406598142886e+18,1.5453980960324403e+18,2022-07-08 13:56:59+00:00,Aksal__,1175378562724941826,"Dalam kasus X, selama 20 menit perjalanan menuju jln raya, X merasa bahwa ia terus menerus melewati tempat yang sama. Harusnya 10 menit adalah waktu yg cukup untuk sampai jln raya, mengingat jaraknya dekat."
