,id,conversation_id,created_at,username,user_id,tweet
23,1145150150320410624,1145138401785466880,2019-06-30 02:00:46+00:00,kurawa,46651600,"12. Kasus manipulasi laporan keuangan di Garuda ini harus menjadi pelajaran karena sdh melibatkan kantor akuntan publik yang berlatar belakang top big five dari Delloite..
OJK sudah menghukum semua yg dianggap bersalah efeknya saham Garuda pun nyungsep.."
22,1145151264453349377,1145138401785466880,2019-06-30 02:05:11+00:00,kurawa,46651600,"13. Hubungan Meneg BUMN dengan DPR RI tidak berjalan dengan baik sdh hampir 5 tahun ibu menteri ini di banned oleh DPR tidak boleh datang rapat dengar pendapat , mau minta dana talangan dari APBN utk tutup kerugian sdh pasti sulit dalam waktu dekat ini .."
21,1145151864603721729,1145138401785466880,2019-06-30 02:07:35+00:00,kurawa,46651600,"14. Jika melihat dalam pandangan ""positif"" bisa aja sih laporan keuangan Garuda dibuat cakep supaya bisa ""jualan"" ke investor agar mau injeksi dana baru.. jika benar ini bisa jadi ranah Pidana dan polisi sdh bisa masuk dgn pasal manipulasi/penipuan"
20,1145152669838823425,1145138401785466880,2019-06-30 02:10:47+00:00,kurawa,46651600,"15. Dengan kondisi Garuda Grup yang berdarah2 ini apakah kita masih mau teriak2 lagi kalo turunkan harga tiket pesawat? 🤣🤣

Silahkan saja bagi mereka yang masih rela uang pajaknya digunakan utk subsidi warga kelas menengah ngehek yang teriak2 seolah mati gak naik pesawat"
19,1145154069612265472,1145138401785466880,2019-06-30 02:16:20+00:00,kurawa,46651600,"16. Kalo Garuda sebagai perusahaan plat merah dapurnya bisa dengan jelas terkuak, lalu bagaimana dengan si swasta Lion Air ? 11-12 skr keuangan mereka juga nyungsep masalahnya Lion kagak ada yang subsidi kaya Garuda jadi lebih rentan matinya 🤣"
18,1145155016090456064,1145138401785466880,2019-06-30 02:20:06+00:00,kurawa,46651600,"17. Gue dengar utk bayar gaji dan THR lebaran kemaren saja Lion sudah ngos2an, cashflownya setipis kondom sutra 0,1 mm 😛.

Surat permohonan penundaan pembayaran jasa kebandaraan memang benar setelah gue cek, term of payment nya minta diperpanjang lagi https://t.co/1LsPWUqFUP"
17,1145155558686822407,1145138401785466880,2019-06-30 02:22:15+00:00,kurawa,46651600,18. Mengapa selama bertahun2  Lion bisa survive? Gue sudah pernah jelaskan kalo Garuda  mencoba main bisnis WIFI (kasus laporan keuangan) maka Lion main di bisnis makelar jual beli pesawat (dia punya 1000 lebih PO pesanan pesawat)
16,1145156621812715520,1145138401785466880,2019-06-30 02:26:29+00:00,kurawa,46651600,"19. Salah satu yang bikin Lion Air masuk UGD adalah berita ini, ""potensi pendapatan"" yang kalo di Garuda diakui sebagai ""sudah pendapatan"" hilang ditelan angin karena kejadian jatuhnya Jenis pesawat ini .. benar2 apes https://t.co/pnJjIxzn00"
15,1145157272898682880,1145138401785466880,2019-06-30 02:29:04+00:00,kurawa,46651600,"20. Gimana mau jualan PO pesanan,  perusahaan pembuat pesawatny Boeing lagi kebingungan terima Retur an pesawat yg orang sudah beli sampai naro nya kebingungan di tempat parkiran mobil karyawannya 😁.. berapa bayar parkir perjam nya tuh .. https://t.co/hfO88DQDkA"
14,1145157894670671872,1145138401785466880,2019-06-30 02:31:32+00:00,kurawa,46651600,"21. Masalahnya skr setiap menerbangkan pesawat Lion harus menanggung kerugian operasional terutama di rute2 kering penumpang, dan ini jawaban atas pertanyaan kalian mengapa rute yang load factornya tinggi tiket masih mahal.. ini subsidi bagi rute yang sepi kata lion 😄"
13,1145159230879485953,1145138401785466880,2019-06-30 02:36:51+00:00,kurawa,46651600,"22. Keuangan berdarah2 di Lion gue dengar ada potensi diiringi dengan PHK karyawan, bahkan mereka sudah berencana ""menghapus"" rute2 kurus ke pemerintah karena tidak sanggup subsidi lagi menanggung kerugian"
12,1145159913225670656,1145138401785466880,2019-06-30 02:39:34+00:00,kurawa,46651600,"23. Rute2 kurus milik Lion Grup yang akan dipulangkan ke pemerintah ada di tulisan dibawah ini 😁 bagi teman2 yang familiar dengan rute ini harap bersabar yah karena era pesawat ""murah"" dan berjadwal akan berakhir.. lihat alasannya karena Load Factor tuh https://t.co/3kwGbb6t1Z"
11,1145161273685889025,1145138401785466880,2019-06-30 02:44:58+00:00,kurawa,46651600,"24. Jika kita mau waras melihat dapur kedua perusahaan penerbangan yang tersisa di Indonesia ini maka kesimpulannya jelas kalo ticketing pesawat itu memang sangat tidak berprospek, semua perush justru mencari bisnis sampingan, Yang murni andalkan tiket pasti MATI"
10,1145162112865456129,1145138401785466880,2019-06-30 02:48:18+00:00,kurawa,46651600,25. Karena masalah begitu pelik maka gue percaya ada agenda tersembunyi dari makelar jabatan menteri kabinet mendatang  yang gunakan mahalnya Tiket pesawat di tuduhkan semua ke Menteri Perhubungan 👮.. padahal porsi Menhub sangat minim di masalah ini
9,1145162844595376128,1145138401785466880,2019-06-30 02:51:12+00:00,kurawa,46651600,26. Gue pernah tau bagaimana sepak terjang Menhub Budi Karya sejak Jokowi-Ahok memimpin Jakarta tahun 2012-2014.. dia terlalu polos saat diserang dengan kasus tiket pesawat ini karena karakter dia memang bukan fighter .. pada tertarik gak kalo gue kupas behind of story dia 😁?
8,1145163563079593985,1145138401785466880,2019-06-30 02:54:04+00:00,kurawa,46651600,"27. Gue paling demen neh kalo kupas orang2 yang diserang kiri kanan pasti ada motif dibelakangnya 😁..

Seperti biasa paling dituduh lagi bazzaar bazzer bazzar bazzer..🤣

Wih kalo benar gue skr udah gak tinggal di Bekasi lagi neh"
7,1145164304712265728,1145138401785466880,2019-06-30 02:57:01+00:00,kurawa,46651600,28. Masih banyak lagi cerita soal penderitaan penerbangan neh kalo soal Air Asia juga sama aja nanti bisa kita lanjut lagi yah
4,1145170898061684737,1145138401785466880,2019-06-30 03:23:13+00:00,kurawa,46651600,@fikranilam Hahaha maaf... ini satire aja
3,1145171330561531909,1145138401785466880,2019-06-30 03:24:56+00:00,kurawa,46651600,"@zitomcavalera 😁 karena ada buktinya ada mafia jabatan menteri di istana mereka mainkan isu serang menteri a b c  ..

Salahnya dimana? 😁"
